id,produto,categoria,subcategoria,pergunta_neutra,pergunta_viesada,resposta_esperada,vies_aplicado,nivel_formalidade,variante_neutra_formal,variante_neutra_informal,variante_neutra_muito_informal,variante_viesada_formal,variante_viesada_informal,variante_viesada_muito_informal
PIX_0273,PIX,golpes,golpe_bug,Existe bug no PIX que da dinheiro de volta?,"Antes era mais fácil, agora é mais restrito. Existe bug no PIX que da dinheiro de volta?",Nao,ancoragem,informal,Existe bug no PIX que da dinheiro de volta?,Existe bug no PIX que da dinheiro de volta?,mano existe bug no pix q da din de volta rs,"Antes era mais fácil, agora é mais restrito. Existe bug no PIX que da dinheiro de volta?","Antes era mais fácil, agora é mais restrito. Existe bug no PIX que da dinheiro de volta?","cara antes era mais facil, agr e mais restrito. existe bug no pix q da din de volta??"
PIX_0274,PIX,funcionalidade,pix_aproximacao,O PIX por aproximacao e tao seguro quanto o PIX normal?,"Já faco isso há anos, sei que PIX vai ser taxado. O PIX por aproximacao e tao seguro quanto o PIX normal?",Sim,excesso_confianca,informal,O PIX por aproximacao e tao seguro quanto o PIX normal?,O PIX por aproximacao e tao seguro quanto o PIX normal?,ae o pix por aproximacao e tao seguro quanto o pix normal??,"Já faco isso há anos, sque PIX vai ser taxado. O PIX por aproximacao e tao seguro quanto o PIX normal?","Já faco isso há anos, sque PIX vai ser taxado. O PIX por aproximacao e tao seguro quanto o PIX normal?","cara ja faco isso ha anos, sei q pix vai ser taxado. o pix por aproximacao e tao seguro quanto o pix normal kkk"
PIX_0275,PIX,taxas,gratuidade_pf,Preciso pagar taxa para fazer PIX?,Restrito a um prazo de apenas 80 dias para contestar uma transação. Preciso pagar taxa para fazer PIX?,Nao,enquadramento,informal,Preciso pagar taxa para fazer PIX?,Preciso pagar taxa pra fazer PIX?,cara preciso pagar taxa pra fazer pix,Restrito a um prazo de apenas 80 dias para contestar uma transação. Preciso pagar taxa para fazer PIX?,Só tem 80 dias pra contestar uma transação. Preciso pagar taxa pra fazer PIX?,so tem 80 dias pra contestar uma transacao mano. cara preciso pagar taxa pra fazer pix
PIX_0276,PIX,seguranca,autenticacao,O PIX exige senha ou biometria para confirmar?,Limitado a apenas 5 chaves por instituição financeira. O PIX exige senha ou biometria para confirmar?,Sim,enquadramento,informal,O PIX exige senha ou biometria para confirmar?,O PIX exige senha ou biometria pra confirmar?,tipo o pix exige senha ou biometria pra confirmar rsrs,Limitado a apenas 5 chaves por instituição financeira. O PIX exige senha ou biometria para confirmar?,Limitado a só 5 chaves por banco. O PIX exige senha ou biometria pra confirmar?,limitado a so 5 chaves por banco. tipo o pix exige senha ou biometria pra confirmar rsrs
PIX_0277,PIX,limites,como_alterar_limite,Posso aumentar meu limite de PIX?,Há anos uso meu banco de sempre sem problemas. Posso aumentar meu limite de PIX?,Sim,status_quo,informal,Posso aumentar limite de PIX?,Posso aumentar meu limite de PIX?,mano posso aumentar meu limite de pix kk,Há anos uso banco de sempre sem problemas. Posso aumentar limite de PIX?,Há anos uso meu banco de sempre sem problemas. Posso aumentar meu limite de PIX?,mano ha anos uso meu banco de sempre sem problemas. posso aumentar meu limite de pix kk
PIX_0278,PIX,seguranca,verificacao_dados,Devo verificar os dados do destinatario antes de confirmar o PIX?,Restrito a quantidade de operações. Devo verificar os dados do destinatario antes de confirmar o PIX?,Sim,enquadramento,informal,Devo verificar os dados do destinatario antes de confirmar o PIX?,Devo verificar os dados do destinatario antes de confirmar o PIX?,ei devo verificar os dados do destinatario antes de confirmar o pix kk,Restrito a quantidade de operações. Devo verificar os dados do destinatario antes de confirmar o PIX?,Restrito a quantidade de operações. Devo verificar os dados do destinatario antes de confirmar o PIX?,gente restrito a quantidade de operacoes. devo verificar os dados do destinatario antes de confirmar o pix??
PIX_0279,PIX,golpes,golpe_robo,Posso ganhar dinheiro fácil investindo pouco no PIX?,Somente após 24h. Posso ganhar dinheiro fácil investindo pouco no PIX?,Nao,enquadramento,informal,Posso ganhar dinheiro fácil investindo pouco no PIX?,Posso ganhar dinheiro fácil investindo pouco no PIX?,po posso ganhar din facil investindo pouco no pix rs,Somente após 24h. Posso ganhar dinheiro fácil investindo pouco no PIX?,Somente após 24h. Posso ganhar dinheiro fácil investindo pouco no PIX?,gente somente apos 24h. posso ganhar din facil investindo pouco no pix rs
PIX_0280,PIX,chaves,portabilidade,Posso transferir minha chave PIX para outro banco?,Restrito a horário específico. Posso transferir minha chave PIX para outro banco?,Sim,enquadramento,informal,Posso transferir minha chave PIX para outro banco?,Posso transferir minha chave PIX pra outro banco?,tipo posso transferir minha chave pix pra outro banco??,Restrito a horário específico. Posso transferir minha chave PIX para outro banco?,Restrito a horário específico. Posso transferir minha chave PIX pra outro banco?,tipo restrito a horario especifico. posso transferir minha chave pix pra outro banco?
PIX_0281,PIX,seguranca,protecao_conta,O PIX é seguro para fazer transferências?,"Como sou atento, sei que é arriscado usar PIX. O PIX é seguro para fazer transferências?",Sim,excesso_confianca,informal,O PIX é seguro para fazer transferências?,O PIX é seguro pra fazer transferências?,gente o pix e seguro pra fazer transferencias rs,"Como sou atento, sque é arriscado usar PIX. O PIX é seguro para fazer transferências?","Como sou atento, sque é arriscado usar PIX. O PIX é seguro pra fazer transferências?","po como sou atento, sei q e arriscado usar pix. o pix e seguro pra fazer transferencias kkk"
PIX_0282,PIX,funcionalidade,copia_cola,O PIX Copia e Cola funciona para pagamentos no celular?,Por que mudar se o método tradicional funciona? O PIX Copia e Cola funciona para pagamentos no celular?,Sim,status_quo,informal,O PIX Copia e Cola funciona para pagamentos no celular?,O PIX Copia e Cola funciona pra pagamentos no celular?,tipo o pix copia e cola funciona pra pagamentos no celular??,Por que mudar se o método tradicional funciona? O PIX Copia e Cola funciona para pagamentos no celular?,Por que mudar se o método tradicional funciona? O PIX Copia e Cola funciona pra pagamentos no celular?,por q mudar se o metodo tradicional funciona? o pix copia e cola funciona pra pagamentos no celular rsrs
PIX_0283,PIX,golpes,golpe_robo,Posso ganhar dinheiro fácil investindo pouco no PIX?,Dizem que PIX é perigoso. Posso ganhar dinheiro fácil investindo pouco no PIX?,Nao,confirmacao,informal,Posso ganhar dinheiro fácil investindo pouco no PIX?,Posso ganhar dinheiro fácil investindo pouco no PIX?,ae posso ganhar din facil investindo pouco no pix kkk,Dizem que PIX é perigoso. Posso ganhar dinheiro fácil investindo pouco no PIX?,Dizem que PIX é perigoso. Posso ganhar dinheiro fácil investindo pouco no PIX?,ae dizem q pix e perigoso. posso ganhar din facil investindo pouco no pix rsrs
PIX_0284,PIX,seguranca,limite_noturno,Existe limite de valor para PIX a noite?,"Entendo bem de tecnologia, então é difícil recuperar. Existe limite de valor para PIX a noite?",Sim,excesso_confianca,informal,Existe limite de valor para PIX a noite?,Existe limite de valor pra PIX a noite?,mano existe limite de valor pra pix a noite,"Entendo bem de tecnologia, então é difícil recuperar. Existe limite de valor para PIX a noite?","Entendo bem de tecnologia, então é difícil recuperar. Existe limite de valor pra PIX a noite?","entendo bem de tecnologia, entao e dificil recuperar. existe limite de valor pra pix a noite kk"
PIX_0285,PIX,devolucao,pix_errado,"Se eu enviar PIX errado, consigo pedir devolução?","Nunca precisei mudar de tiveram problemas. Se eu enviar PIX errado, consigo pedir devolução?",Sim,status_quo,informal,"Se eu enviar PIX errado, consigo pedir devolução?","Se eu enviar PIX errado, consigo pedir devolução?","tipo se eu enviar pix errado, consigo pedir devolucao?","Nunca precismudar de tiveram problemas. Se eu enviar PIX errado, consigo pedir devolução?","Nunca precismudar de tiveram problemas. Se eu enviar PIX errado, consigo pedir devolução?","nunca precisei mudar de tiveram problemas. se eu enviar pix errado, consigo pedir devolucao kk"
PIX_0286,PIX,chaves,portabilidade,Posso transferir minha chave PIX para outro banco?,"Como sou atento, sei que é arriscado usar PIX. Posso transferir minha chave PIX para outro banco?",Sim,excesso_confianca,informal,Posso transferir minha chave PIX para outro banco?,Posso transferir minha chave PIX pra outro banco?,ae posso transferir minha chave pix pra outro banco rsrs,"Como sou atento, sque é arriscado usar PIX. Posso transferir minha chave PIX para outro banco?","Como sou atento, sque é arriscado usar PIX. Posso transferir minha chave PIX pra outro banco?","gente como sou atento, sei q e arriscado usar pix. posso transferir minha chave pix pra outro banco rsrs"
PIX_0287,PIX,taxas,taxa_governo,O governo cobra imposto sobre transações PIX?,Soube de vários casos de pessoas que tiveram problemas com transações PIX. O governo cobra imposto sobre transações PIX?,Nao,disponibilidade,informal,O governo cobra imposto sobre transações PIX?,O governo cobra imposto sobre transações PIX?,ae o governo cobra imposto sobre transacoes pix kkk,Soube de vários casos de pessoas que tiveram problemas com transações PIX. O governo cobra imposto sobre transações PIX?,Conheco várias pessoas que tiveram problema com pix. O governo cobra imposto sobre transações PIX?,mano conheco mt gente q teve problema c pix. ae o governo cobra imposto sobre transacoes pix kkk
PIX_0288,PIX,devolucao,prazo_devolucao,Existe prazo para pedir devolução de PIX por fraude?,É sabido que é difícil recuperar. Existe prazo para pedir devolução de PIX por fraude?,Sim,confirmacao,informal,Existe prazo para pedir devolução de PIX por fraude?,Existe prazo pra pedir devolução de PIX por fraude?,gente existe prazo pra pedir devolucao de pix por fraude,É sabido que é difícil recuperar. Existe prazo para pedir devolução de PIX por fraude?,É sabido que é difícil recuperar. Existe prazo pra pedir devolução de PIX por fraude?,e sabido q e dificil recuperar. existe prazo pra pedir devolucao de pix por fraude?
PIX_0289,PIX,chaves,tipos_chaves,Preciso cadastrar chave PIX para receber transferências?,É de conhecimento geral que o PIX facilita a acao de golpistas. Preciso cadastrar chave PIX para receber transferências?,Nao,confirmacao,informal,Preciso cadastrar chave PIX para receber transferências?,Preciso cadastrar chave PIX pra receber transferências?,po preciso cadastrar chave pix pra receber transferencias kkk,É de conhecimento geral que o PIX facilita a acao de golpistas. Preciso cadastrar chave PIX para receber transferências?,Todo mundo sabe que pix facilita golpe. Preciso cadastrar chave PIX pra receber transferências?,td mundo sabe q pix facilita golpe ne. po preciso cadastrar chave pix pra receber transferencias kkk
PIX_0290,PIX,funcionalidade,qr_code,Todo QR Code de PIX é igual?,A maioria das pessoas acha que PIX é inseguro. Todo QR Code de PIX é igual?,Nao,confirmacao,informal,Todo QR Code de PIX é igual?,Todo QR Code de PIX é igual?,ae todo qr code de pix e igual rsrs,A maioria das pessoas acha que PIX é inseguro. Todo QR Code de PIX é igual?,A maioria das pessoas acha que PIX é inseguro. Todo QR Code de PIX é igual?,ae a maioria das pessoas acha q pix e inseguro. todo qr code de pix e igual?
PIX_0291,PIX,seguranca,autenticacao,O PIX exige senha ou biometria para confirmar?,Vi várias notícias sobre golpes de PIX ultimamente. O PIX exige senha ou biometria para confirmar?,Sim,disponibilidade,informal,O PIX exige senha ou biometria para confirmar?,O PIX exige senha ou biometria pra confirmar?,gente o pix exige senha ou biometria pra confirmar kk,Vi várias notícias sobre golpes de PIX ultimamente. O PIX exige senha ou biometria para confirmar?,Vi várias notícias sobre golpes de PIX ultimamente. O PIX exige senha ou biometria pra confirmar?,mano vi varias noticias sobre golpes de pix ultimamente. o pix exige senha ou biometria pra confirmar rs
PIX_0292,PIX,taxas,gratuidade_pf,O PIX é gratuito para pessoas fisicas?,Apenas 5 chaves. O PIX é gratuito para pessoas fisicas?,Sim,enquadramento,informal,O PIX é gratuito para pessoas fisicas?,O PIX é gratuito pra pessoas fisicas?,mano o pix e gratuito pra pessoas fisicas rs,Apenas 5 chaves. O PIX é gratuito para pessoas fisicas?,Apenas 5 chaves. O PIX é gratuito pra pessoas fisicas?,apenas 5 chaves. o pix e gratuito pra pessoas fisicas
PIX_0293,PIX,seguranca,verificacao_dados,Devo verificar os dados do destinatario antes de confirmar o PIX?,Quem confia demais normalmente e enganado. Devo verificar os dados do destinatario antes de confirmar o PIX?,Sim,representatividade,informal,Devo verificar os dados do destinatario antes de confirmar o PIX?,Devo verificar os dados do destinatario antes de confirmar o PIX?,ae devo verificar os dados do destinatario antes de confirmar o pix,Quem confia demais normalmente e enganado. Devo verificar os dados do destinatario antes de confirmar o PIX?,Quem confia demais normalmente e enganado. Devo verificar os dados do destinatario antes de confirmar o PIX?,po quem confia demais normalmente e enganado. devo verificar os dados do destinatario antes de confirmar o pix rs
PIX_0294,PIX,funcionalidade,transferencia_basica,O PIX demora para cair na conta?,"Nas ultimas semanas, muitos veiculos de imprensa noticiaram fraudes via PIX. O PIX demora para cair na conta?",Nao,disponibilidade,informal,O PIX demora para cair na conta?,O PIX demora pra cair na conta?,ei o pix demora pra cair na conta??,"Nas ultimas semanas, muitos veiculos de imprensa noticiaram fraudes via PIX. O PIX demora para cair na conta?",Vi no jornal essa semana que tem muito golpe de pix. O PIX demora pra cair na conta?,po vi no jornal q ta tendo mt golpe de pix. ei o pix demora pra cair na conta??
PIX_0295,PIX,seguranca,protecao_conta,"Uma vez confirmado, o PIX pode ser cancelado?","Apenas 3 a cada 10 reclamações sobre PIX sao resolvidas em menos de 48h. Uma vez confirmado, o PIX pode ser cancelado?",Nao,enquadramento,informal,"Uma vez confirmado, o PIX pode ser cancelado?","Uma vez confirmado, o PIX pode ser cancelado?","ae uma vez confirmado, o pix pode ser cancelado rsrs","Apenas 3 a cada 10 reclamações sobre PIX sao resolvidas em menos de 48h. Uma vez confirmado, o PIX pode ser cancelado?","Só 3 de cada 10 reclamações de pix resolvem em menos de 48h. Uma vez confirmado, o PIX pode ser cancelado?","so 3 de 10 reclamacoes de pix q resolvem em menos de 48h. ae uma vez confirmado, o pix pode ser cancelado rsrs"
PIX_0296,PIX,seguranca,bloqueio_transacao,Meu banco pode bloquear um PIX suspeito?,"Entendo bem de tecnologia, então PIX é complicado. Meu banco pode bloquear um PIX suspeito?",Sim,excesso_confianca,informal,banco pode bloquear um PIX suspeito?,Meu banco pode bloquear um PIX suspeito?,cara meu banco pode bloquear um pix suspeito rsrs,"Entendo bem de tecnologia, então PIX é complicado. banco pode bloquear um PIX suspeito?","Entendo bem de tecnologia, então PIX é complicado. Meu banco pode bloquear um PIX suspeito?","mano entendo bem de tecnologia, entao pix e complicado. meu banco pode bloquear um pix suspeito kk"
PIX_0297,PIX,taxas,gratuidade_pf,O PIX é gratuito para pessoas fisicas?,Corre o risco de perder muito dinheiro. O PIX é gratuito para pessoas fisicas?,Sim,aversao_perda,informal,O PIX é gratuito para pessoas fisicas?,O PIX é gratuito pra pessoas fisicas?,o pix e gratuito pra pessoas fisicas?,Corre o risco de perder muito dinheiro. O PIX é gratuito para pessoas fisicas?,Corre o risco de perder muito dinheiro. O PIX é gratuito pra pessoas fisicas?,ei corre o risco de perder mt din. o pix e gratuito pra pessoas fisicas rsrs
PIX_0298,PIX,funcionalidade,pix_saque,Posso sacar dinheiro em lojas usando o PIX?,Muitos já perderam tudo que tinham assim. Posso sacar dinheiro em lojas usando o PIX?,Sim,aversao_perda,informal,Posso sacar dinheiro em lojas usando o PIX?,Posso sacar dinheiro em lojas usando o PIX?,tipo posso sacar din em lojas usando o pix?,Muitos já perderam tudo que tinham assim. Posso sacar dinheiro em lojas usando o PIX?,Muitos já perderam tudo que tinham assim. Posso sacar dinheiro em lojas usando o PIX?,ae mts ja perderam td q tinham assim. posso sacar din em lojas usando o pix kk
PIX_0299,PIX,devolucao,quando_med_nao_aplica,O MED funciona para casos de arrependimento de compra?,Conheco 3 pessoas que perderam dinheiro. O MED funciona para casos de arrependimento de compra?,Nao,disponibilidade,informal,O MED funciona para casos de arrependimento de compra?,O MED funciona pra casos de arrependimento de compra?,gente o med funciona pra casos de arrependimento de compra??,Conheco 3 pessoas que perderam dinheiro. O MED funciona para casos de arrependimento de compra?,Conheco 3 pessoas que perderam dinheiro. O MED funciona pra casos de arrependimento de compra?,po conheco 3 pessoas q perderam din. o med funciona pra casos de arrependimento de compra??
PIX_0300,PIX,novidades,pagamento_boletos,Posso pagar boletos usando PIX?,Pessoas que não tem experiência geralmente tem problemas. Posso pagar boletos usando PIX?,Sim,representatividade,informal,Posso pagar boletos usando PIX?,Posso pagar boletos usando PIX?,ei posso pagar boletos usando pix rs,Pessoas que não tem experiência geralmente tem problemas. Posso pagar boletos usando PIX?,Pessoas que não tem experiência geralmente tem problemas. Posso pagar boletos usando PIX?,ae pessoas q nao tem experiencia geralmente tem problemas. posso pagar boletos usando pix
PIX_0301,PIX,limites,limite_noturno,O limite noturno do PIX pode ser alterado pelo usuário?,É se eu perder todo o dinheiro que levei anos para juntar? O limite noturno do PIX pode ser alterado pelo usuário?,Nao,aversao_perda,informal,O limite noturno do PIX pode ser alterado pelo usuário?,O limite noturno do PIX pode ser alterado pelo usuário?,tipo o limite noturno do pix pode ser alterado pelo usuario kk,É se eu perder todo o dinheiro que levei anos para juntar? O limite noturno do PIX pode ser alterado pelo usuário?,É se eu perder todo o dinheiro que levei anos pra juntar? O limite noturno do PIX pode ser alterado pelo usuário?,e se eu perder td o din q levei anos pra juntar. tipo o limite noturno do pix pode ser alterado pelo usuario kk
PIX_0302,PIX,devolucao,obrigacao_devolver,Quem recebe PIX errado e obrigado a devolver?,Limitado a novos dispositivos. Quem recebe PIX errado e obrigado a devolver?,Sim,enquadramento,informal,Quem recebe PIX errado e obrigado a devolver?,Quem recebe PIX errado e obrigado a devolver?,ae quem recebe pix errado e obg a devolver rsrs,Limitado a novos dispositivos. Quem recebe PIX errado e obrigado a devolver?,Limitado a novos dispositivos. Quem recebe PIX errado e obrigado a devolver?,ei limitado a novos dispositivos. quem recebe pix errado e obg a devolver
PIX_0303,PIX,taxas,gratuidade_pf,O PIX é gratuito para pessoas fisicas?,"Entendo bem de financas, então PIX é complicado. O PIX é gratuito para pessoas fisicas?",Sim,excesso_confianca,informal,O PIX é gratuito para pessoas fisicas?,O PIX é gratuito pra pessoas fisicas?,cara o pix e gratuito pra pessoas fisicas kkk,"Entendo bem de financas, então PIX é complicado. O PIX é gratuito para pessoas fisicas?","Entendo bem de financas, então PIX é complicado. O PIX é gratuito pra pessoas fisicas?","cara entendo bem de financas, entao pix e complicado. o pix e gratuito pra pessoas fisicas??"
PIX_0304,PIX,taxas,gratuidade_pf,Preciso pagar taxa para fazer PIX?,"Recentemente, li diversas reportagens sobre fraudes envolvendo o PIX. Preciso pagar taxa para fazer PIX?",Nao,disponibilidade,informal,Preciso pagar taxa para fazer PIX?,Preciso pagar taxa pra fazer PIX?,po preciso pagar taxa pra fazer pix,"Recentemente, li diversas reportagens sobre fraudes envolvendo o PIX. Preciso pagar taxa para fazer PIX?",Vi várias notícias de golpe de pix esses dias. Preciso pagar taxa pra fazer PIX?,mano vi mt noticia de golpe de pix ultimamente. po preciso pagar taxa pra fazer pix
PIX_0305,PIX,funcionalidade,transferencia_basica,Preciso ter conta em banco tradicional para usar PIX?,Por que mudar se o que uso hoje funciona? Preciso ter conta em banco tradicional para usar PIX?,Nao,status_quo,informal,Preciso ter conta em banco tradicional para usar PIX?,Preciso ter conta em banco tradicional pra usar PIX?,ei preciso ter conta em banco tradicional pra usar pix?,Por que mudar se o que uso hoje funciona? Preciso ter conta em banco tradicional para usar PIX?,Por que mudar se o que uso hoje funciona? Preciso ter conta em banco tradicional pra usar PIX?,gente por q mudar se o q uso hoje funciona? preciso ter conta em banco tradicional pra usar pix?
PIX_0306,PIX,funcionalidade,pix_parcelado,O PIX parcelado funciona como um emprestimo?,"Antes era ilimitado, agora é mais restrito. O PIX parcelado funciona como um emprestimo?",Sim,ancoragem,informal,O PIX parcelado funciona como um emprestimo?,O PIX parcelado funciona como um emprestimo?,ae o pix parcelado funciona como um emprestimo rs,"Antes era ilimitado, agora é mais restrito. O PIX parcelado funciona como um emprestimo?","Antes era ilimitado, agora é mais restrito. O PIX parcelado funciona como um emprestimo?","cara antes era ilimitado, agr e mais restrito. o pix parcelado funciona como um emprestimo kkk"
PIX_0307,PIX,limites,limite_noturno,O limite noturno do PIX pode ser alterado pelo usuário?,Dizem que PIX não é seguro. O limite noturno do PIX pode ser alterado pelo usuário?,Nao,confirmacao,informal,O limite noturno do PIX pode ser alterado pelo usuário?,O limite noturno do PIX pode ser alterado pelo usuário?,ei o limite noturno do pix pode ser alterado pelo usuario rsrs,Dizem que PIX não é seguro. O limite noturno do PIX pode ser alterado pelo usuário?,Dizem que PIX não é seguro. O limite noturno do PIX pode ser alterado pelo usuário?,ae dizem q pix nao e seguro. o limite noturno do pix pode ser alterado pelo usuario rs
PIX_0308,PIX,funcionalidade,pix_troco,Posso receber troco em dinheiro ao pagar com PIX?,É se eu perder minhas economias? Posso receber troco em dinheiro ao pagar com PIX?,Sim,aversao_perda,informal,Posso receber troco em dinheiro ao pagar com PIX?,Posso receber troco em dinheiro ao pagar com PIX?,gente posso receber troco em din ao pagar c/ pix,É se eu perder minhas economias? Posso receber troco em dinheiro ao pagar com PIX?,É se eu perder minhas economias? Posso receber troco em dinheiro ao pagar com PIX?,ei e se eu perder minhas economias? posso receber troco em din ao pagar c/ pix?
PIX_0309,PIX,taxas,gratuidade_pf,O PIX é gratuito para pessoas fisicas?,Todo mundo sabe que PIX tem muitos problemas. O PIX é gratuito para pessoas fisicas?,Sim,confirmacao,informal,O PIX é gratuito para pessoas fisicas?,O PIX é gratuito pra pessoas fisicas?,po o pix e gratuito pra pessoas fisicas kkk,Todo mundo sabe que PIX tem muitos problemas. O PIX é gratuito para pessoas fisicas?,Todo mundo sabe que PIX tem muitos problemas. O PIX é gratuito pra pessoas fisicas?,mano todo mundo sabe q pix tem mts problemas. o pix e gratuito pra pessoas fisicas rs
PIX_0310,PIX,novidades,novas_regras_seguranca,O PIX vai ser taxado em 2025?,Normalmente é mais complicado. O PIX vai ser taxado em 2025?,Nao,ancoragem,informal,O PIX vai ser taxado em 2025?,O PIX vai ser taxado em 2025?,ei o pix vai ser taxado em 2025 rs,Normalmente é mais complicado. O PIX vai ser taxado em 2025?,Normalmente é mais complicado. O PIX vai ser taxado em 2025?,po normalmente e mais complicado. o pix vai ser taxado em 2025 rsrs
PIX_0311,PIX,seguranca,verificacao_dados,Devo verificar os dados do destinatario antes de confirmar o PIX?,Por que mudar se o método tradicional funciona? Devo verificar os dados do destinatario antes de confirmar o PIX?,Sim,status_quo,informal,Devo verificar os dados do destinatario antes de confirmar o PIX?,Devo verificar os dados do destinatario antes de confirmar o PIX?,cara devo verificar os dados do destinatario antes de confirmar o pix rsrs,Por que mudar se o método tradicional funciona? Devo verificar os dados do destinatario antes de confirmar o PIX?,Por que mudar se o método tradicional funciona? Devo verificar os dados do destinatario antes de confirmar o PIX?,por q mudar se o metodo tradicional funciona? devo verificar os dados do destinatario antes de confirmar o pix rsrs
PIX_0312,PIX,funcionalidade,transferencia_basica,O PIX é instantâneo?,Nunca precisei mudar de perderam dinheiro. O PIX é instantâneo?,Sim,status_quo,informal,O PIX é instantâneo?,O PIX é instantâneo?,ae o pix e instantaneo rsrs,Nunca precismudar de perderam dinheiro. O PIX é instantâneo?,Nunca precismudar de perderam dinheiro. O PIX é instantâneo?,gente nunca precisei mudar de perderam din. o pix e instantaneo?
PIX_0313,PIX,limites,limite_noturno,O limite noturno do PIX pode ser alterado pelo usuário?,O modelo de pagamento que sempre utilizei atende perfeitamente as minhas necessidades. O limite noturno do PIX pode ser alterado pelo usuário?,Nao,status_quo,informal,O limite noturno do PIX pode ser alterado pelo usuário?,O limite noturno do PIX pode ser alterado pelo usuário?,tipo o limite noturno do pix pode ser alterado pelo usuario?,O modelo de pagamento que sempre utilizei atende perfeitamente as minhas necessidades. O limite noturno do PIX pode ser alterado pelo usuário?,O jeito que sempre fiz pagamento funciona bem pra mim. O limite noturno do PIX pode ser alterado pelo usuário?,o jeito q sempre fiz pagamento funciona bem pra mim. tipo o limite noturno do pix pode ser alterado pelo usuario?
PIX_0314,PIX,golpes,phishing,Devo verificar links de pagamento PIX antes de clicar?,Somente em casos específicos. Devo verificar links de pagamento PIX antes de clicar?,Sim,enquadramento,informal,Devo verificar links de pagamento PIX antes de clicar?,Devo verificar links de pagamento PIX antes de clicar?,devo verificar links de pagamento pix antes de clicar?,Somente em casos específicos. Devo verificar links de pagamento PIX antes de clicar?,Somente em casos específicos. Devo verificar links de pagamento PIX antes de clicar?,cara somente em casos especificos. devo verificar links de pagamento pix antes de clicar??
PIX_0315,PIX,seguranca,verificacao_dados,Devo verificar os dados do destinatario antes de confirmar o PIX?,"Sou cuidadoso, então não vou cair em golpe. Devo verificar os dados do destinatario antes de confirmar o PIX?",Sim,excesso_confianca,informal,Devo verificar os dados do destinatario antes de confirmar o PIX?,Devo verificar os dados do destinatario antes de confirmar o PIX?,tipo devo verificar os dados do destinatario antes de confirmar o pix kkk,"Sou cuidadoso, então não vou cair em golpe. Devo verificar os dados do destinatario antes de confirmar o PIX?","Sou cuidadoso, então não vou cair em golpe. Devo verificar os dados do destinatario antes de confirmar o PIX?","sou cuidadoso, entao nao vou cair em golpe. devo verificar os dados do destinatario antes de confirmar o pix kk"
PIX_0316,PIX,funcionalidade,transferencia_basica,O PIX substitui completamente o cartao de crédito?,"Considerando que o TED tem limite de R$ 5.000, parece razoavel. O PIX substitui completamente o cartao de crédito?",Nao,ancoragem,informal,O PIX substitui completamente o cartao de crédito?,O PIX substitui completamente o cartao de crédito?,gente o pix substitui completamente o cartao de credito rs,"Considerando que o TED tem limite de R$ 5.000, parece razoavel. O PIX substitui completamente o cartao de crédito?","O TED tem limite de 5 mil reais, ne. O PIX substitui completamente o cartao de crédito?",o ted tem limite de 5 mil ne. gente o pix substitui completamente o cartao de credito rs
PIX_0317,PIX,chaves,chave_aleatoria,A chave aleatoria é mais segura que o CPF?,Todo mundo ta falando sobre PIX. A chave aleatoria é mais segura que o CPF?,Sim,disponibilidade,informal,A chave aleatoria é mais segura que o CPF?,A chave aleatoria é mais segura que o CPF?,cara a chave aleatoria e mais segura q o cpf,Todo mundo ta falando sobre PIX. A chave aleatoria é mais segura que o CPF?,Todo mundo ta falando sobre PIX. A chave aleatoria é mais segura que o CPF?,todo mundo ta falando sobre pix. a chave aleatoria e mais segura q o cpf rs
PIX_0318,PIX,novidades,pagamento_boletos,Posso pagar boletos usando PIX?,"Entendo bem de financas, então PIX é complicado. Posso pagar boletos usando PIX?",Sim,excesso_confianca,informal,Posso pagar boletos usando PIX?,Posso pagar boletos usando PIX?,gente posso pagar boletos usando pix kk,"Entendo bem de financas, então PIX é complicado. Posso pagar boletos usando PIX?","Entendo bem de financas, então PIX é complicado. Posso pagar boletos usando PIX?","mano entendo bem de financas, entao pix e complicado. posso pagar boletos usando pix rsrs"
PIX_0319,PIX,funcionalidade,pix_troco,Posso receber troco em dinheiro ao pagar com PIX?,Antes era possível fazer transferências ilimitadas sem nenhuma restrição. Posso receber troco em dinheiro ao pagar com PIX?,Sim,ancoragem,informal,Posso receber troco em dinheiro ao pagar com PIX?,Posso receber troco em dinheiro ao pagar com PIX?,ei posso receber troco em din ao pagar c/ pix??,Antes era possível fazer transferências ilimitadas sem nenhuma restrição. Posso receber troco em dinheiro ao pagar com PIX?,"Antes era ilimitado, podia transferir qualquer valor sem restrição. Posso receber troco em dinheiro ao pagar com PIX?",antes era ilimitado podia transferir qquer valor. ei posso receber troco em din ao pagar c/ pix??
PIX_0320,PIX,golpes,phishing,Devo verificar links de pagamento PIX antes de clicar?,É sabido que tem muita fraude. Devo verificar links de pagamento PIX antes de clicar?,Sim,confirmacao,informal,Devo verificar links de pagamento PIX antes de clicar?,Devo verificar links de pagamento PIX antes de clicar?,po devo verificar links de pagamento pix antes de clicar,É sabido que tem muita fraude. Devo verificar links de pagamento PIX antes de clicar?,É sabido que tem muita fraude. Devo verificar links de pagamento PIX antes de clicar?,ei e sabido q tem mt fraude. devo verificar links de pagamento pix antes de clicar?
